Datetime, Temp, K_int, tenzo, level, oporn_level, quotes, rain 
2023-03-23 00:23:12,2.37,798,829705,829351,829327,1,0.5
2023-03-23 00:23:18,2.37,798,829706,829351,829327,1,0.5
2023-03-23 00:23:23,2.35,795,829706,829351,829327,1,0.5
2023-03-23 00:23:29,2.37,798,829708,829351,829327,1,0.5
2023-03-23 00:23:35,2.37,798,829711,829351,829327,1,0.5
2023-03-23 00:23:41,2.36,797,829709,829351,829327,1,0.5
2023-03-23 00:23:47,2.34,794,829708,829351,829327,1,0.5
2023-03-23 00:23:53,2.36,797,829708,829351,829327,1,0.5
2023-03-23 00:23:59,2.36,798,829710,829351,829327,1,0.5
2023-03-23 00:24:04,2.34,795,829710,829351,829327,1,0.5
2023-03-23 00:24:10,2.34,795,829707,829351,829327,1,0.5
2023-03-23 00:24:16,2.37,799,829706,829351,829327,1,0.5
2023-03-23 00:24:22,2.35,797,829706,829351,829327,1,0.5
2023-03-23 00:24:28,2.34,796,829707,829351,829327,1,0.5
2023-03-23 00:24:34,2.35,797,829709,829351,829327,1,0.5
2023-03-23 00:24:39,2.35,797,829708,829352,829327,1,0.5
2023-03-23 00:24:45,2.35,797,829708,829352,829327,1,0.5
2023-03-23 00:24:51,2.35,798,829708,829352,829327,1,0.5
2023-03-23 00:24:57,2.34,795,829706,829352,829327,1,0.5
2023-03-23 00:25:03,2.34,797,829705,829352,829327,1,0.5
2023-03-23 00:25:09,2.35,798,829705,829352,829327,1,0.5
2023-03-23 00:25:15,2.34,795,829707,829352,829327,1,0.5
2023-03-23 00:25:20,2.36,799,829707,829352,829327,1,0.5
2023-03-23 00:25:26,2.34,796,829706,829352,829327,1,0.5
2023-03-23 00:25:32,2.35,798,829706,829352,829327,1,0.5
2023-03-23 00:25:38,2.33,794,829708,829352,829327,1,0.5
2023-03-23 00:25:44,2.34,796,829710,829352,829327,1,0.5
2023-03-23 00:25:50,2.34,796,829709,829353,829327,1,0.5
2023-03-23 00:25:56,2.35,799,829706,829353,829327,1,0.5
2023-03-23 00:26:01,2.34,797,829702,829352,829327,1,0.5
2023-03-23 00:26:07,2.32,793,829704,829352,829327,1,0.5
2023-03-23 00:26:13,2.34,797,829705,829352,829327,1,0.5
2023-03-23 00:26:19,2.35,799,829706,829352,829327,1,0.5
2023-03-23 00:26:25,2.32,794,829708,829353,829327,1,0.5
2023-03-23 00:26:31,2.34,798,829705,829353,829327,1,0.5
2023-03-23 00:26:36,2.33,796,829704,829353,829327,1,0.5
2023-03-23 00:26:42,2.32,795,829707,829353,829327,1,0.5
2023-03-23 00:26:48,2.33,797,829707,829353,829327,1,0.5
2023-03-23 00:26:54,2.33,797,829706,829353,829327,1,0.5
2023-03-23 00:27:00,2.32,795,829707,829353,829327,1,0.5
2023-03-23 00:27:06,2.34,798,829707,829353,829327,1,0.5
2023-03-23 00:27:12,2.34,798,829708,829353,829327,1,0.5
2023-03-23 00:27:17,2.33,797,829707,829354,829327,1,0.5
2023-03-23 00:27:23,2.34,798,829707,829354,829327,1,0.5
2023-03-23 00:27:29,2.33,798,829706,829354,829327,1,0.5
2023-03-23 00:27:35,2.33,798,829703,829354,829327,1,0.5
2023-03-23 00:27:41,2.34,799,829703,829353,829327,1,0.5
2023-03-23 00:27:47,2.33,798,829707,829353,829327,1,0.5
2023-03-23 00:27:52,2.34,799,829709,829354,829327,1,0.5
2023-03-23 00:27:58,2.32,797,829707,829354,829327,1,0.5
2023-03-23 00:28:04,2.34,799,829707,829354,829327,1,0.5
2023-03-23 00:28:10,2.33,798,829707,829354,829327,1,0.5
2023-03-23 00:28:16,2.32,797,829707,829355,829327,1,0.5
2023-03-23 00:28:22,2.34,799,829706,829355,829327,1,0.5
2023-03-23 00:28:28,2.32,797,829704,829355,829327,1,0.5
2023-03-23 00:28:33,2.32,797,829705,829355,829327,1,0.5
2023-03-23 00:28:39,2.33,799,829707,829355,829327,1,0.5
2023-03-23 00:28:45,2.31,796,829708,829355,829327,1,0.5
2023-03-23 00:28:51,2.32,798,829706,829355,829327,1,0.5
